evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,carbon_thickness,carbon_roughness,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
1.800000000000000000e+02,1.908396652702471202e-03,1.993042958190747833e-05,2.771814200110890726e-06,5.809532524887530287e-06,4.937127008994883834e-05,1.129566188733923922e-03,1.993042958190747766e-04,2.771814200110890811e-05,5.809532524887530287e-05,4.937127008994883970e-04,1.129566188733923922e-03,8.198613768177475336e+00,8.026049059710761435e-01,2.083780477601950309e+01,1.815196319016296655e+01,2.160325164093939598e+00,3.742985287704374553e+00,2.276494287988988230e-01
1.810000000000000000e+02,3.224307348198701684e-03,1.340533763122481528e-05,2.205189744402328344e-05,1.322983490488854977e-05,1.109744572993176505e-05,2.626462191098017599e-03,1.340533763122481528e-04,2.205189744402328276e-04,1.322983490488854842e-04,1.109744572993176471e-04,2.626462191098017599e-03,8.276157330789402522e+00,4.000000000000000000e+00,2.098761545009885765e+01,1.800000000000000000e+01,3.162784751811078987e+00,5.000000000000000000e+00,2.212031061199940529e-01
1.820000000000000000e+02,1.772206657380227422e-03,1.704941047724808703e-05,4.771262618895274105e-06,5.474241292448464456e-06,1.993041778886187672e-05,1.299953335605690333e-03,1.704941047724808771e-04,4.771262618895274105e-05,5.474241292448464287e-05,1.993041778886187672e-04,1.299953335605690333e-03,9.141410465309430577e+00,1.332390027505968355e+00,2.042373714840952204e+01,1.836736709296857484e+01,2.426230573162587056e+00,5.000000000000000000e+00,2.792858234849149301e-01
1.830000000000000000e+02,5.791733693913289106e-03,3.795973440542929270e-05,5.123813813850047532e-05,3.479603242630241016e-05,3.618076472064839358e-05,4.189986997004483023e-03,3.795973440542929405e-04,5.123813813850047532e-04,3.479603242630241152e-04,3.618076472064839493e-04,4.189986997004483023e-03,8.675274121164898489e+00,9.439559392688325890e-01,2.096045314534297788e+01,1.834546236487002702e+01,4.072046802253590947e+00,3.066466390950226106e+00,1.503911411932140618e-01
1.840000000000000000e+02,3.523305945232198255e-02,2.491416000063358268e-04,5.329527347636775568e-05,3.046112172618935154e-05,8.250331616586606333e-05,3.107904633857438981e-02,2.491416000063358376e-03,5.329527347636775839e-04,3.046112172618935222e-04,8.250331616586606062e-04,3.107904633857438981e-02,1.326096974711198939e+01,3.481872042891210661e+00,1.996582104485521825e+01,1.835728873754357693e+01,3.798654828732938693e+00,3.917026111426296087e+00,3.321769145161420633e-01
1.850000000000000000e+02,9.201839409784076315e-03,9.743358736745168756e-05,6.786721074519381721e-05,5.448477030083191843e-05,7.687905030897810058e-05,6.235193222559521145e-03,9.743358736745168485e-04,6.786721074519381450e-04,5.448477030083191978e-04,7.687905030897809787e-04,6.235193222559521145e-03,7.374664851543195176e+00,5.540113599520879450e-01,2.108884394429461651e+01,1.866539536912352304e+01,2.196401622241091811e+00,4.818944132954547044e+00,1.077119402381512270e-01
1.860000000000000000e+02,5.426209809608210748e-03,8.194788226087692455e-05,2.549871856192873797e-05,1.559329805140448458e-05,9.287700574395514196e-05,3.267040763426557783e-03,8.194788226087692997e-04,2.549871856192873864e-04,1.559329805140448593e-04,9.287700574395513654e-04,3.267040763426557783e-03,1.021363441207524758e+01,5.000000000000000000e-01,1.969340829872020748e+01,1.879505891911048110e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.499999999999999778e-01
1.870000000000000000e+02,5.013256903873089879e-03,5.826984637907107079e-05,2.558801864600682003e-05,1.790584366605372089e-05,1.660286303508083921e-04,2.335333513453689922e-03,5.826984637907106808e-04,2.558801864600681935e-04,1.790584366605372157e-04,1.660286303508083866e-03,2.335333513453689922e-03,9.443232004920259826e+00,1.106566592232050894e+00,2.053967736712212400e+01,1.800000000000000000e+01,1.870463157282696187e+00,2.333551341973465476e+00,2.949843168881010058e-01
1.880000000000000000e+02,6.067998379254133968e-03,1.422749652762490553e-04,1.131367037938860771e-05,9.537543627450039324e-06,7.309920374260613925e-06,4.363637382680651128e-03,1.422749652762490607e-03,1.131367037938860805e-04,9.537543627450038647e-05,7.309920374260614603e-05,4.363637382680651128e-03,8.944140752564393892e+00,9.864268365585315834e-01,1.974766396485861009e+01,2.120324573987492300e+01,3.200530813899417737e+00,1.119940390038317135e+00,-2.168210650266291784e-01
1.890000000000000000e+02,2.986166647107058383e-02,5.682713573546493112e-04,2.096228307955668563e-04,7.224972758782857425e-05,2.770408132294126745e-04,1.858981918139600981e-02,5.682713573546493112e-03,2.096228307955668672e-03,7.224972758782857154e-04,2.770408132294126854e-03,1.858981918139600981e-02,1.266949976143233769e+01,3.463919646617770187e+00,1.805895319742050731e+01,2.162217209996349609e+01,1.023658038836322781e+00,1.841016575650836096e+00,1.583260103861594548e-01
1.900000000000000000e+02,1.346046385979711955e-02,3.907581465824380566e-05,2.545925632155018832e-05,1.542979022273281432e-05,4.050948645316589705e-05,1.225572038324019251e-02,3.907581465824380837e-04,2.545925632155018967e-04,1.542979022273281296e-04,4.050948645316589840e-04,1.225572038324019251e-02,8.019978063191546269e+00,3.632157645174338256e+00,1.925747327104586049e+01,1.938335215192810068e+01,2.846370457472890525e+00,1.885663209147965924e+00,3.444135575933687798e-01
1.910000000000000000e+02,2.157095580019336434e-01,2.917643376367236568e-03,1.441384007954673576e-03,9.656517696565072428e-04,2.319094754184643833e-03,1.392718189203030199e-01,2.917643376367236654e-02,1.441384007954673620e-02,9.656517696565072861e-03,2.319094754184643919e-02,1.392718189203030199e-01,6.210754573543439960e+00,5.051228339555990932e-01,2.196929785023746007e+01,2.198687175119767190e+01,3.901375482915651727e+00,3.009101254129999514e+00,-3.473280960043442778e-01
1.920000000000000000e+02,9.456592193233966798e-03,1.045375749761362071e-04,4.799084260187426627e-05,3.857085516245941211e-05,7.038267294170734065e-05,6.841772736412194550e-03,1.045375749761362017e-03,4.799084260187426627e-04,3.857085516245941075e-04,7.038267294170734607e-04,6.841772736412194550e-03,9.064519020636550906e+00,1.193292838755418250e+00,2.105252917120371947e+01,1.945739317389286782e+01,2.067179330797305425e+00,4.823694571237268747e+00,-6.538109457931651214e-02
